0,1300
0,4766
0,9214
0,506
0,9397
0,4609
0,4643
0,7305
0,437
0,2614
0,1708
0,6705
0,7906
0,3205
0,3830
0,5509
0,1270
0,2736
0,9470
0,269
0,5016
0,265
0,3036
0,1509
0,6452
0,2565
0,6979
0,1468
0,642
0,4338
0,8286
0,5596
0,9818
0,6424
0,9726
0,6188
0,3602
0,7677
0,5706
0,1699
0,821
0,8108
0,5323
0,8738
0,7848
0,2040
0,7384
0,7592
0,4862
0,7021
0,2979
0,9847
0,1091
0,1905
0,1278
0,5732
0,8799
0,7620
0,5237
0,3133
0,5939
0,4456
0,8837
0,3178
0,9007
0,8677
0,2015
0,2438
0,7754
0,9780
0,1070
0,10083
0,8866
0,863
0,7303
0,6907
0,5127
0,5808
0,2481
0,7623
0,4330
0,5732
0,3188
0,2280
0,4301
0,7735
0,6650
0,7462
0,3007
0,1499
0,2170
0,6050
0,1373
0,7198
0,6492
0,9628
0,3059
0,8889
0,9278
0,6973
0,2954
0,1499
0,5808
0,10202
0,8258
0,7873
0,4215
0,4255
0,7333
0,9340
0,5334
0,7082
0,6227
0,6663
0,6732
0,9532
0,5429
0,6325
0,4732
1,575
1,3193
1,3768
1,5979
1,7727
1,1725
1,3740
1,7573
1,8448
2,2847
2,357
2,6329
2,1999
2,6209
2,3024
2,1345
2,6163
2,6132
2,8709
2,8598
2,3586
2,1025
2,4280
2,8028
2,8916
2,6278
2,2987
2,8670
2,9627
2,725
2,6755
2,8536
2,3523
2,8551
2,6960
2,1111
2,1248
2,7639
2,9066
2,4310
2,1912
2,2844
2,1274
2,97
2,8696
2,3973
2,8827
2,2249
2,7277
2,9074
2,7376
2,10126
2,5268
2,2945
2,5338
2,2153
2,8594
2,6277
2,1544
2,2479
2,8437
2,8270
2,4572
2,10307
2,3406
2,2234
2,6919
2,5797
2,9141
2,8868
2,8210
2,9352
2,379
2,9698
2,8250
2,7053
2,87
2,5858
2,7444
2,9279
3,5356
3,7279
3,3601
3,247
3,362
3,3605
4,2880
4,3494
4,9903
4,1269
4,7876
4,1165
4,9086
4,1422
4,2604
4,3534
4,5718
4,932
4,10146
4,7450
4,6117
4,66
4,9753
4,10002
4,7962
4,792
4,9016
4,5632
4,5273
4,2100
4,5212
4,521
4,1379
4,9702
4,340
4,3819
4,6787
4,3363
4,2730
4,8240
4,7182
4,1238
4,7962
4,6361
4,9694
4,983
4,4483
4,5828
4,1546
4,9722
4,2883
4,835
4,7562
4,940
4,8758
4,5606
4,1958
4,8893
4,9808
4,4693
4,2969
4,4920
4,1235
4,2841
4,4333
4,5620
4,7365
4,9153
4,4563
4,2458
4,4130
4,7785
4,367
4,7729
4,6907
4,1358
4,2439
4,1310
4,3248
4,10008
4,2956
4,7173
4,7275
4,9777
4,5830
4,517
4,302
4,6146
4,1580
4,2616
4,4244
4,5856
4,8152
4,4981
4,4373
4,7976
4,8905
4,516
4,3390
4,9592
4,8254
4,5626
4,3482
4,704
4,6691
4,563
4,3106
4,8190
4,1044
4,10009
4,4887
4,7294
4,4055
4,301
4,6527
4,8996
4,7293
4,1305
4,5787
4,10028
4,7623
5,7121
5,6213
5,2882
5,7022
5,455
5,5310
5,4424
5,7193
5,9743
5,3109
5,5630
5,7351
5,1058
5,2631
5,297
5,6268
5,721
5,6105
5,3892
5,575
5,864
5,5588
5,10154
5,6849
5,2941
5,1975
5,3275
5,2819
5,1256
5,9835
5,6896
5,8428
5,831
5,2614
5,258
5,8086
5,3463
5,6129
5,6665
5,6969
5,758
5,9644
5,9976
5,3161
5,7247
5,4297
5,7293
5,2751
5,3304
5,2291
5,6720
5,9343
5,2792
5,595
5,326
5,2688
5,3893
5,2862
5,3058
5,3496
5,5661
5,5561
5,5507
5,3524
5,3867
5,7348
5,1059
5,5620
5,2772
5,5803
5,786
5,1209
5,7268
5,1166
5,8372
5,7434
5,8832
5,8459
5,6236
5,8097
5,6327
5,8929
5,9129
5,9381
5,10039
5,380
5,736
5,6046
5,7028
5,1267
5,8351
5,5438
5,4597
5,9161
5,1898
5,10213
5,4277
5,5904
5,5741
5,5476
5,2787
5,8517
5,539
5,7803
5,5452
5,8348
5,3890
5,5290
5,7439
5,7025
5,4964
5,1149
5,3618
5,3853
5,1637
5,9139
5,9307
5,4218
5,5243
5,8878
5,6462
5,747
5,6979
5,2042
5,2519
5,7985
5,3829
5,5776
5,6362
5,1068
5,6147
5,9003
5,3973
5,6241
5,5062
5,6380
5,6595
5,1712
5,801
5,9297
5,4683
5,61
5,849
5,850
5,5795
5,3108
5,4023
5,3342
5,8816
5,1422
5,9898
5,10022
5,4300
5,6338
5,4370
5,8457
5,9751
5,7573
5,7062
5,2040
5,8180
5,7990
5,1439
5,1200
5,3668
5,2027
5,4263
5,6317
5,8023
5,6593
5,2500
5,6196
5,10210
5,3564
5,4186
5,6337
5,8762
5,7789
5,9913
5,3053
5,6789
5,2609
5,1625
5,1346
5,1518
5,950
5,417
5,4596
5,1181
5,3666
5,1692
5,7815
5,1724
5,1605
5,5521
5,4619
5,2923
5,4676
